"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
b7640fe2,query,288,342.891
b8cb668d,index,19,29.043
b798ef62,,73,
3874325c,explore,22,133.097
b79059f2,query,85,351.787
380229e3,query,91,436.524
b900ba0c,welcome,82,36.634
390170d2,query,17,380.528
3942c8d2,query,20,506.589
b8d2a7ee,explore,41,102.056
38664594,welcome,105,25.624
380c290a,,49,
37a6b109,query,63,302.830
37a6b109,explore,57,85.081
388be9d2,welcome,32,30.557
b8315bc8,explore,22,177.767
378b9806,,12,
b7e8471c,query,17,308.251
b89bb83c,welcome,20,34.432
389b6955,query,17,425.409
381b3616,query,24,376.022
b8eb1431,query,388,344.433
b964410c,query,37,399.698
394ddbe2,query,17,286.899
b984fd05,query,93,289.219
3812c125,index,7,48.602
b895360e,query,39,357.273
3892e64a,explore,60,134.718
b8a76e6e,explore,88,81.954
389b6955,explore,88,141.425
38903a89,explore,70,140.922
b89a3dfc,index,33,29.350
377cd850,,10,
b9049c6d,welcome,7,26.452
b8cd58c8,query,49,373.752
b8df35c5,,15,
b8d29a1e,,45,
388edbb7,query,27,314.400
3717e359,explore,22,123.706
3717e359,explore,98,83.048
3779aa78,welcome,63,28.615
b8f250c1,welcome,39,27.326
b836330c,welcome,7,35.974
b98bcfcc,query,30,427.662
379a2fde,query,103,338.241
39432455,,25,
b85348db,explore,55,60.790
382cbaf0,query,17,358.527
b91548eb,explore,385,118.583
37debbd5,query,494,420.758
38c8a346,explore,53,124.223
38d650b9,query,27,373.389
b8d23a66,welcome,80,30.031
b8cf0f2c,query,63,321.860
37c97c81,query,51,331.166
b85de11e,query,29,321.952
371a54b2,explore,22,108.434
3989c759,index,53,25.859
36ed3039,query,220,353.112
b88e5463,query,101,341.884
b89a3dfc,index,26,50.767
b77313cd,query,17,205.475
39a559e2,query,64,440.145
b963ff2b,query,71,381.520
b8a366cb,index,4,42.509
b861305a,welcome,29,44.616
b89113df,query,21,392.693
b8a67ade,explore,54,179.235
b841d8cb,query,33,425.072
38be1630,query,17,428.310
38fc0392,query,17,367.356
b83093aa,,10,
38715456,,15,
b894b6e7,query,85,308.442
b909b2c9,explore,46,137.655
38d0501b,welcome,68,35.759
b90037ce,query,67,277.113
b90e3c5f,explore,421,126.814
b8656cd1,explore,245,138.882
3878a57d,welcome,84,24.468
39007e90,query,70,434.069
b89a3dfc,welcome,17,37.545
b85de11e,,12,
38aeed0b,index,4,22.027
b841d8cb,,10,
b6b1090b,index,47,32.595
b81d2395,explore,163,124.884
b6921073,explore,55,145.510
38cfcfd8,welcome,45,35.388
38b7cf6f,welcome,10,47.779
38664594,query,17,356.879
b91ae4d7,explore,37,88.446
36413a23,query,86,440.016
38903a89,explore,118,178.416
3851b378,explore,81,73.390
36f6d52a,query,69,375.940
382cbaf0,query,78,331.242
b8cd58c8,index,96,50.679
388be9d2,query,23,379.001
38fc0392,,140,
38cb3d3d,query,27,408.124
37f6c10b,explore,198,121.518
b88acb3a,query,279,373.441
b98127eb,query,45,458.174
b8d979b8,index,58,21.015
399d158b,query,31,511.290
b87bfdf5,query,124,344.981
b895f6f7,query,193,362.063
b84235d6,query,143,410.812
39341037,explore,152,85.069
b7cfdfaa,query,124,373.458
b9859cce,explore,38,92.943
3833f03c,query,50,365.912
b9049c6d,query,17,438.135
37d59f5c,explore,139,130.960
378a7a9a,query,72,274.038
38664594,explore,320,138.143
382cbaf0,explore,149,67.058
390170d2,explore,78,161.164
b8484e6c,index,51,38.238
37f6c10b,explore,173,132.317
b8f28a24,welcome,21,37.354
38b156fd,explore,56,126.357
38fc0392,query,260,464.225
388be9d2,explore,195,110.461
b8b2a8b6,explore,46,76.642
38c07244,query,48,342.247
b8f2b75c,explore,52,97.790
37b27ce3,welcome,54,33.094
39320fa4,welcome,7,30.051
391bfc51,query,34,327.041
b856720f,query,17,355.964
b8351eb1,explore,76,140.522
39324b60,explore,464,160.279
3824ecdb,welcome,7,17.371
b8bc718f,query,50,377.072
372ba72b,explore,46,30.325
b70be3c1,query,46,351.566
37c57dbc,welcome,7,24.041
3850b5be,index,50,48.166
b89113df,explore,66,124.160
b67e31d7,query,43,443.803
b90037ce,index,15,41.405
b861aaca,query,87,362.769
37f6c10b,query,108,381.479
3858a90b,explore,22,137.457
b846d2d5,explore,47,85.925
b7b918b6,welcome,36,17.824
b9893389,query,126,455.554
b76af8d0,,10,
384c9e30,explore,69,114.058
388edbb7,explore,257,97.859
38e2efc3,welcome,25,25.376
b76cbd81,index,4,44.408
b8d23a66,welcome,26,22.031
3989c759,explore,22,114.029
38cfcfd8,explore,676,118.836
b8ab5899,query,70,394.855
b8a76e6e,query,32,365.024
b8447762,welcome,16,23.533
b8656cd1,,14,
b77582fd,query,36,356.923
b5f2decc,,10,
b8b2a8b6,explore,22,125.242
37c57dbc,explore,22,154.376
b7ca1b94,index,39,38.338
397ef877,explore,168,72.832
b9584ed5,index,9,61.283
b8d2a7ee,explore,32,75.952
38f8128a,query,144,454.876
38280d6c,query,17,361.080
b8d7beca,query,43,451.399
37d59f5c,index,4,37.181
37e1894f,query,43,453.684
b800c649,query,58,335.239
b9859cce,query,94,384.846
38b156fd,query,36,429.114
38499121,query,52,412.036
38aeed0b,query,41,340.998
b9893389,query,35,415.139
38d91a68,query,132,371.172
38903a89,explore,136,71.163
3897cb37,welcome,16,26.073
b841d8cb,explore,32,121.658
b8ab5899,welcome,60,40.843
38903a89,welcome,27,28.660
b900ba0c,explore,266,115.720
3863e159,query,193,395.791
38d8cf54,explore,241,105.113
37c57dbc,explore,40,138.010
385ba5ea,query,18,293.312
3911f0b1,explore,22,78.565
37537daf,query,61,397.245
3942c8d2,index,50,49.082
b7ec988d,index,8,69.205
b88acb3a,query,17,429.988
b89bb83c,query,81,497.491
b8a366cb,query,182,404.917
3890f66f,welcome,7,30.905
38c07244,query,72,410.883
b8a43a0a,welcome,14,34.855
3887562b,query,37,414.020
38a09be2,query,149,454.278
37758a07,explore,41,132.861
38a03687,explore,346,147.978
37c97c81,welcome,29,36.906
b7dc0233,,23,
b8aa5016,welcome,16,42.389
38664594,explore,126,103.417
b91b0f7b,,17,
b841d8cb,welcome,85,30.841
b84235d6,explore,27,97.028
b782b13b,query,17,359.237
391d89ec,welcome,13,18.191
b8b29817,explore,247,215.959
b87bfdf5,explore,22,93.323
b91fdf40,welcome,11,13.607
39007e90,query,17,322.697
3942c8d2,index,8,37.220
385377d2,,41,
39081e78,query,166,327.823
b963ff2b,explore,171,184.454
3801b442,explore,22,130.897
38df9237,index,32,34.993
b798ef62,welcome,24,22.021
38976b8d,query,44,374.915
38dadc41,query,124,268.741
3890f66f,query,196,411.052
b9584ed5,,26,
b89c360a,index,6,58.898
b77582fd,query,214,389.854
b7c82f3f,welcome,7,35.803
b5f2decc,query,68,344.248
b89a141a,query,58,332.971
b8374e70,index,20,36.021
b785749f,welcome,7,25.433
b89a141a,explore,22,140.712
380db636,query,145,386.120
3850b5be,explore,40,165.232
378a7a9a,query,129,281.460
b8e11809,explore,22,131.101
37448f35,explore,31,125.703
b8136484,index,91,43.699
3911f0b1,explore,125,123.200
38937049,query,17,454.396
b8571315,welcome,135,25.253
399d158b,query,96,421.795
b843f6c4,,10,
38976b8d,welcome,20,34.995
b8df35c5,index,7,67.678
39204937,welcome,10,24.895
390180e2,query,111,377.278
397ef877,explore,22,98.325
b8ab5899,index,11,55.676
394ddbe2,,10,
38be1630,explore,37,63.075
b8136484,explore,27,130.013
b8656cd1,query,123,412.292
b846d2d5,welcome,65,22.654
b89a141a,explore,131,51.328
b7a489a1,query,35,325.680
b8a76e6e,query,34,454.258
b8d397b9,welcome,20,19.495
b98bcfcc,explore,62,129.251
b8136484,query,19,324.436
3825d668,query,183,494.484
b9849c67,query,311,526.210
38d0501b,query,18,372.497
b8f2b75c,welcome,7,34.923
37ac4473,explore,22,109.485
b8ff7b7e,query,128,355.025
b8961eb2,explore,23,180.829
b98127eb,query,44,360.790
38e3ee82,explore,96,142.842
388eee90,query,83,452.911
b89113df,query,193,313.056
b8f250c1,query,17,365.569
b8d979b8,,226,
b97853da,query,25,294.590
b8f250c1,query,17,294.618
391d9538,explore,22,125.176
37f6c10b,explore,22,73.737
385276a9,,70,
b8006280,query,75,433.368
36e0df61,explore,155,151.902
b8315bc8,query,36,525.443
b7e8471c,query,18,298.834
3941931d,query,17,453.808
382f758f,explore,87,109.040
389ad15f,welcome,9,36.612
3989c759,explore,143,173.824
b8f28a24,query,20,438.563
b900ba0c,query,24,417.745
b8a67ade,welcome,7,39.313
b7219296,,28,
b7e8471c,query,71,371.543
b8a366cb,welcome,74,29.259
b894b6e7,explore,55,81.631
b8f64134,query,243,321.654
b7928361,query,111,451.730
b8374e70,query,47,295.137
b7928361,query,144,460.048
392668c1,query,251,361.059
b900ba0c,query,17,412.766
394ddfd9,query,97,245.304
383ea267,,63,
37c97c81,query,71,540.546
b909847e,query,97,386.541
38715456,index,8,62.743
37e1894f,welcome,35,35.460
b6acd2e3,index,4,50.005
b8374e70,explore,37,86.945
b89a3dfc,explore,298,113.123
b91086bb,query,17,345.162
b971b013,explore,22,69.187
b8008c33,index,18,43.359
b7bc1f0f,welcome,7,30.823
b861aaca,explore,22,99.021
380b954e,explore,70,77.617
b861305a,query,38,378.314
b9179291,index,23,53.778
b8315bc8,welcome,24,44.672
3863e159,query,25,438.840
38280d6c,query,426,363.156
38f14edf,explore,48,125.427
b8484e6c,explore,22,97.188
372dd8d5,query,25,498.208
b751dac7,welcome,51,37.903
b866df57,query,17,344.012
3863e159,welcome,39,44.330
b930b197,explore,217,171.841
b88fd3bb,welcome,25,38.510
b98bcfcc,explore,116,102.003
37debbd5,explore,112,80.398
380124f4,query,17,379.760
b751dac7,welcome,20,38.529
38e3ee82,explore,26,151.436
37d59f5c,explore,257,118.399
3862baeb,welcome,15,29.579
388be9d2,query,29,412.403
38595510,query,132,352.614
37ac4473,query,137,318.637
38c66a69,explore,24,76.985
b930b197,query,119,279.310
39831e60,welcome,12,31.359
380db636,explore,57,139.928
b8e6281d,welcome,15,32.166
b8315bc8,explore,34,146.953
38c8a346,query,48,343.088
392b1d81,explore,50,91.384
b8743f55,welcome,190,40.908
b84235d6,query,116,376.316
b8e6281d,query,30,481.078
b8a67ade,welcome,32,30.982
b824e5f3,welcome,7,24.491
b9251758,query,48,445.575
b7e8471c,explore,157,150.823
b8b29817,welcome,62,26.307
b8a366cb,query,29,457.969
b90e3c5f,explore,66,99.481
37debbd5,query,235,331.814
3911f0b1,query,168,385.604
b8d23a66,,36,
3928c4b8,welcome,36,27.872
b866df57,welcome,33,37.621
38976b8d,query,17,330.737
38570593,query,42,418.186
38595510,welcome,12,30.530
38b4efea,query,111,363.120
38cb3d3d,query,17,330.482
385377d2,index,22,34.782
b8656cd1,,280,
3932a5dc,query,181,391.001
b8ab5899,welcome,7,29.505
b909847e,explore,162,89.833
b8136484,query,17,428.985
37e605a5,explore,264,131.280
b895f6f7,,109,
b8571315,,31,
391d89ec,welcome,26,17.990
393381c2,explore,22,122.468
b83d7d66,explore,398,106.382
b94822a0,query,149,338.611
b81a2d8e,explore,22,100.432
b8e11809,explore,73,143.135
3897cb37,query,80,338.834
b8c0026e,query,75,388.383
b8d397b9,,55,
b963ff2b,welcome,44,33.032
3863e159,query,19,412.246
380cd81e,query,64,211.372
b8df35c5,query,17,347.131
b878603b,explore,44,137.310
371e3a21,query,103,409.105
b8d397b9,explore,207,113.807
36124279,query,215,383.356
39341037,welcome,24,27.069
b8374e70,query,49,390.083
b8d2286a,welcome,19,24.760
b7a489a1,query,50,262.393
38499121,welcome,7,22.396
39320fa4,query,17,276.966
388f0d88,explore,62,156.451
380a5d7e,explore,28,134.508
3863e159,,82,
b7a489a1,index,4,63.163
b8b29817,explore,29,180.322
b8315bc8,explore,74,140.473
38b7cf6f,index,14,52.777
b91ae4d7,explore,22,88.729
b7bc1f0f,welcome,137,25.379
383ea267,welcome,20,22.219
b89c360a,query,17,407.735
b9179291,,10,
b92e8801,explore,27,145.876
389ecbcb,query,58,334.642
38e2efc3,explore,167,152.421
b6a0a726,explore,86,25.292
b77582fd,query,17,478.222
3932a5dc,explore,40,48.680
3897cb37,welcome,38,33.906
393f380d,explore,173,93.502
38ac7e9b,explore,271,71.604
b8008c33,query,64,293.691
b7c82f3f,query,69,280.021
b8571315,welcome,136,41.068
b77313cd,explore,74,97.249
38b4efea,query,308,362.233
b76af8d0,,19,
b8d2286a,query,240,333.776
37d59f5c,,73,
b8d23a66,explore,37,224.544
b8cd3be0,query,32,316.232
394cb0da,explore,472,172.566
38280d6c,welcome,7,29.093
38570593,explore,22,85.997
388edbb7,query,39,350.997
b895f6f7,index,14,28.781
380d570e,welcome,23,25.978
36f6d52a,,10,
b7dc0233,welcome,11,38.161
389ad15f,,10,
393f6b13,query,33,403.315
361ab558,welcome,15,27.757
b90334f8,welcome,89,34.108
3941931d,,40,
b964410c,query,17,375.697
37260a05,explore,47,129.915
b9863787,index,61,61.897
b7af974b,explore,125,57.544
b6acd2e3,query,17,354.549
b89113df,welcome,13,30.107
39a559e2,explore,89,168.252
b9501b64,explore,22,117.547
b8cb668d,welcome,7,34.723
37e1894f,query,83,469.125
b857f798,index,46,54.933
37c18db6,index,15,33.807
37260a05,query,75,416.368
37debbd5,explore,119,154.507
b89b724e,index,31,54.203
382f758f,query,17,343.815
b841d8cb,index,12,57.429
b940485f,query,297,399.129
b873ff03,explore,49,133.457
b8d29a1e,query,88,391.127
3812c125,explore,282,70.946
b7aa7170,explore,246,138.781
391bfc51,index,4,43.848
b88e5463,welcome,109,34.676
388ea112,welcome,82,16.650
b89c360a,welcome,18,44.730
386e63fe,query,84,340.713
38ab8d7f,query,58,271.456
38a03687,explore,88,120.201
b807be94,,64,
378a7a9a,explore,45,105.119
b900ba0c,query,57,443.173
389369e1,explore,90,163.051
b8bc718f,explore,47,179.276
39a559e2,explore,113,107.760
378b9806,query,157,378.547
376a234b,query,19,385.710
b8d23a66,welcome,14,30.465
390180e2,query,64,396.119
b67e31d7,welcome,62,30.294
37de11b8,index,21,39.655
385b623b,welcome,33,22.132
b861305a,,19,
3779aa78,,107,
b8433ba3,explore,22,141.256
b6a0a726,query,17,358.802
b8d23a66,query,60,548.487
b8315bc8,welcome,60,38.313
384c9e30,,10,
3862baeb,welcome,16,29.126
b7640fe2,,112,
39460216,explore,187,109.882
b9049c6d,welcome,122,24.839
38d650b9,explore,148,134.520
39341037,explore,22,114.099
b9893389,query,87,341.323
3874325c,query,62,440.060
b89a141a,index,4,61.575
384c9e30,index,16,29.862
38aeed0b,query,64,408.341
38b156fd,explore,267,93.074
3907a956,welcome,28,41.365
378b9806,query,284,400.023
38260124,explore,188,135.269
38c07244,query,17,368.999
372ba72b,query,86,360.723
b7c82f3f,explore,53,118.263
b83093aa,index,7,57.806
b716567c,query,17,287.884
36f6d52a,,39,
38cb3d3d,query,28,470.390
37d123f1,welcome,22,26.823
b89b724e,index,8,74.039
b800c649,explore,22,107.902
b80c7902,index,7,53.874
b7c82f3f,,29,
3858a90b,explore,405,79.700
36fca6f9,explore,304,119.960
38976b8d,query,197,460.724
3878a57d,explore,39,103.501
38d91a68,explore,22,119.009
b90037ce,query,92,457.340
38f14edf,explore,42,170.505
37f7fb42,explore,32,112.986
b90334f8,index,4,72.420
394ddbe2,index,4,56.510
38be1630,explore,22,78.590
3882ec68,explore,22,110.623
b98bcfcc,,22,
b89c360a,explore,170,158.847
37e1894f,query,17,355.896
b782b13b,query,17,347.865
3892e64a,explore,73,115.822
376a31f7,query,17,382.292
385276a9,query,17,450.781
b866df57,query,17,424.078
b7b918b6,query,17,242.213
b785749f,,21,
b98bcfcc,query,17,399.806
3810645e,query,141,256.277
b8961eb2,query,205,357.181
b841d8cb,welcome,16,41.171
b9501b64,index,13,75.133
38be1630,query,17,367.622
b9859cce,explore,211,101.106
b7b918b6,explore,296,85.173
b92a0568,,19,
b70be3c1,,226,
38cfcfd8,explore,25,121.479
393f380d,index,12,41.433
b6921073,index,18,29.888
3941931d,query,137,452.923
391d9538,query,17,434.651
b89a141a,explore,75,84.638
b984fd05,query,128,329.485
383ea267,welcome,18,29.555
b807be94,explore,44,116.237
38c8a346,explore,80,118.434
b800c649,welcome,12,23.217
38b16198,explore,219,93.860
36ed3039,explore,198,107.828
378a7a9a,explore,28,108.809
37260a05,welcome,7,26.009
3858a90b,query,34,317.160
38be1630,,17,
b892f9b1,explore,81,112.250
39746f30,query,21,394.519
36fca6f9,index,18,47.216
36ed3039,query,154,393.357
b7928361,explore,22,111.416
380124f4,explore,485,138.391
b95df9e6,welcome,23,38.535
b9089ee8,explore,22,127.608
3928c4b8,welcome,7,28.929
37448f35,explore,320,175.233
38bce03f,query,183,412.289
b964410c,query,147,423.412
37e605a5,,10,
376a31f7,index,28,28.274
38cb3d3d,explore,168,171.347
38dd3af8,explore,22,82.453
b8b29817,explore,37,107.348
b843f6c4,query,35,458.159
b8dd440e,query,48,368.360
b91548eb,query,101,431.248
38aa2a71,explore,22,108.870
37d123f1,explore,57,111.563
b98bcfcc,,69,
b7dc0233,explore,284,71.199
b88acb3a,query,98,428.608
388ea112,query,149,312.101
380124f4,explore,69,148.194
b854ef43,welcome,7,27.217
377cd850,explore,62,173.006
39204937,query,17,387.277
b8a67ade,explore,82,189.903
b7cfdfaa,query,34,343.537
b7928361,welcome,11,31.681
37537daf,query,123,322.980
b958b4b9,query,17,430.132
b7219296,query,112,341.208
b77582fd,explore,523,112.583
38ab8d7f,query,68,399.217
380229e3,welcome,17,28.383
38aa2a71,query,153,360.181
b871175a,welcome,22,37.512
b8eb1431,explore,329,158.860
b90c5840,explore,22,159.726
b8d2286a,query,17,352.699
3894a26a,,10,
b895360e,,99,
3929bc2a,query,22,429.566
39460216,explore,22,137.240
38935991,explore,22,67.948
b85de11e,index,4,57.548
b900ba0c,query,47,275.299
b9859cce,query,166,439.008
381b3616,query,109,312.646
371e3a21,explore,59,108.396
b95df9e6,,10,
393f380d,explore,197,92.770
3878a57d,query,134,353.123
37260a05,explore,62,66.335
38c8a346,query,17,324.496
b89a3dfc,query,17,362.958
39007e90,explore,90,65.988
380cd81e,query,73,466.080
3941931d,,10,
b8dd440e,query,17,349.025
361ab558,,68,
b9251758,explore,22,123.620
b90d34cb,welcome,65,20.011
b83d7d66,explore,22,66.146
b854ef43,query,88,477.116
b866df57,explore,43,84.116
38aeed0b,welcome,32,30.181
37c18db6,query,78,338.116
38595510,explore,99,166.032
b67e31d7,welcome,20,23.933
b8e03e49,query,44,396.564
b878603b,welcome,121,22.985
384c9e30,query,167,405.066
b8b411d7,explore,150,135.607
371e3a21,welcome,37,38.816
b8d397b9,explore,135,44.859
388f0d88,explore,27,109.313
394ddfd9,query,208,377.120
394cb0da,query,39,385.594
3882ec68,query,157,386.393
3942c8d2,query,37,477.768
b704d04c,query,19,356.098
b900ba0c,welcome,7,29.181
361ab558,query,40,479.738
37b27ce3,welcome,14,41.433
393381c2,explore,84,123.558
3911f0b1,query,199,413.340
b892f9b1,welcome,50,27.121
38595510,welcome,23,14.632
b9049c6d,query,142,409.578
3989c759,query,17,278.380
b873ff03,welcome,41,21.880
385b623b,query,39,391.114
38b4efea,query,35,414.384
b89bb83c,explore,22,78.388
380db636,welcome,48,39.012
380db636,query,90,417.126
b704d04c,explore,51,100.114
37b03896,query,93,297.461
b91fdf40,query,385,360.988
b7ec988d,explore,37,154.566
b9089ee8,query,31,482.461
388be9d2,index,8,44.387
384c9e30,explore,54,131.553
374db7d1,query,17,409.523
b8dd440e,query,102,411.165
399042f2,explore,24,67.724
3897cb37,explore,281,129.338
3890f66f,query,28,385.529
b8d7beca,query,22,331.314
b89bb83c,index,5,66.573
b8ff7b7e,explore,52,148.500
380b954e,query,20,348.592
b8ba48cc,query,106,530.774
38976b8d,explore,88,133.527
b798ef62,index,12,23.741
b70be3c1,query,74,382.079
b8aa5016,query,62,383.504
376a234b,query,17,298.952
380cd81e,query,32,406.960
b8cb668d,welcome,131,31.033
b820f8d2,query,81,422.150
38d91a68,query,66,366.769
3983ef15,query,22,336.010
b9049c6d,,10,
3717e359,query,17,433.534
381b3616,query,62,362.331
385ba5ea,index,8,69.262
377cd850,query,171,450.303
38b4efea,index,4,55.184
b8447762,query,17,408.592
b8f250c1,query,26,413.820
39125418,explore,240,81.132
38937049,,10,
389ad15f,welcome,7,30.707
b707afe7,explore,22,85.456
b7640fe2,explore,141,127.624
39081e78,explore,168,142.214
b97853da,explore,603,114.585
380db636,query,27,475.105
38843f18,explore,254,106.507
388c5062,explore,161,137.976
b9049c6d,explore,340,44.431
b9251758,query,85,256.042
b81a2d8e,explore,59,143.486
b8b7ba1e,explore,48,96.563
b8a43a0a,query,45,337.068
37b9201d,query,275,438.428
b90c5840,,27,
38fc0392,query,17,364.434
b8e11809,index,4,47.223
b70b69e1,query,21,456.973
385276a9,index,4,42.658
39831e60,,34,
38b156fd,query,17,416.990
b964410c,query,19,347.806
b8b40cfa,query,289,397.065
380c290a,query,112,360.377
37de11b8,welcome,100,39.406
b9501b64,query,49,385.942
b8ff7b7e,explore,229,168.722
389369e1,welcome,22,44.818
380a5d7e,welcome,57,37.328
3929bc2a,explore,55,103.740
b895360e,explore,83,60.593
b9893389,query,63,380.464
b894b6e7,query,66,417.446
b7b918b6,query,191,417.032
37448f35,,57,
385276a9,query,75,457.040
37c18db6,query,204,410.935
37dff849,query,17,355.797
b8b7ba1e,index,17,32.442
b85de11e,query,22,430.061
b782b13b,explore,41,111.380
b8bc718f,explore,88,154.578
b9893389,query,17,282.348
399042f2,query,47,387.786
38d0501b,explore,37,76.396
388f0d88,,102,
b857f798,explore,64,181.233
3801b442,welcome,43,21.904
b8b7ba1e,explore,50,148.387
378b9806,query,158,221.391
b8b7ba1e,welcome,54,36.896
b90c5840,explore,68,29.227
386e63fe,welcome,7,31.347
39204937,welcome,47,21.263
b8008c33,welcome,7,39.974
37e605a5,query,142,416.684
b90e3c5f,welcome,44,22.342
b824e5f3,welcome,25,30.837
b7a489a1,explore,59,190.871
b6a6b774,welcome,7,43.895
3801b442,welcome,10,27.025
b8315bc8,,38,
b8351eb1,query,365,386.668
b9209247,explore,22,68.315
b8f2b75c,query,21,264.834
b894b6e7,query,29,463.502
b62ede58,explore,42,137.762
b716567c,index,4,63.742
39831e60,welcome,7,25.947
b964410c,explore,68,127.337
378b9806,welcome,15,25.281
b91548eb,query,304,440.095
b7928361,query,112,341.626
